paper,expset_accession,condition,dataset_label,biosource,biosample_type,biosample_category,tissue,treatments_summary,modifications_summary,assay_target,imaging_rounds,num_bio_reps,bio_rep_idx,trace_core_file_accession,trace_core_url,all_fofct_types,readout_resolution,region_size,cell_type_detail,treatment_detail
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESSJVX5YK,"rTetR-KRAB (Y46A-mutant), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (Y46A) KRAB domain fused with rTetR,multiplexed FISH,3,2,1,4DNFIV9XXWNM,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6bdd2ff1-e7c0-4ee1-8af2-e5edb3a7fe4d/4DNFIV9XXWNM.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESSJVX5YK,"rTetR-KRAB (Y46A-mutant), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (Y46A) KRAB domain fused with rTetR,multiplexed FISH,3,2,2,4DNFIZPBCBL6,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cd2acb28-be33-4a2b-94c7-b07b9a772c1b/4DNFIZPBCBL6.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESF84FBJO,rTetR-KRAB (EEW25AAA-mutant) with doxycyline treatment for 5 days,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (EEW25AAA) KRAB domain fused with rTetR,multiplexed FISH,3,2,1,4DNFIJW1FZ6G,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/98f2a106-5eb8-4cba-b7d7-5d62b39789c5/4DNFIJW1FZ6G.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESF84FBJO,rTetR-KRAB (EEW25AAA-mutant) with doxycyline treatment for 5 days,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (EEW25AAA) KRAB domain fused with rTetR,multiplexed FISH,3,2,2,4DNFI3T4D4BG,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/94b62721-7226-462b-b5cb-f9f029954478/4DNFI3T4D4BG.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNES2UUTKRG,rTetR-KRAB (EEW25AAA-mutant) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (EEW25AAA) KRAB domain fused with rTetR,multiplexed FISH,3,2,1,4DNFIYVFE7C3,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/595844a4-2f46-4e8a-b9d7-26fed1ea22dd/4DNFIYVFE7C3.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNES2UUTKRG,rTetR-KRAB (EEW25AAA-mutant) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (EEW25AAA) KRAB domain fused with rTetR,multiplexed FISH,3,2,2,4DNFID3BWBT3,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d25898cc-6a81-4af2-b26b-0eb995b016f2/4DNFID3BWBT3.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESZNP8GRK,"rTetR-KRAB (EEW25AAA-mutant), negative control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (EEW25AAA) KRAB domain fused with rTetR,multiplexed FISH,3,2,1,4DNFIYY2FY43,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f95a8f27-d254-45c9-8fa5-9877c23fc6a7/4DNFIYY2FY43.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESZNP8GRK,"rTetR-KRAB (EEW25AAA-mutant), negative control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (EEW25AAA) KRAB domain fused with rTetR,multiplexed FISH,3,2,2,4DNFIDCBFKH1,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9018e28a-4c50-48ca-88d6-a5e4c89072df/4DNFIDCBFKH1.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESY7MOKC6,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days + 22 days washout (mCitrine reporter OFF),Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,6,1,4DNFIOAJSVA5,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/00272958-1455-4c83-af08-72b52cb3c2b3/4DNFIOAJSVA5.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESY7MOKC6,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days + 22 days washout (mCitrine reporter OFF),Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,6,2,4DNFIR9AAUEM,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f4e89f0d-6e65-4956-a136-2c86fcf43f48/4DNFIR9AAUEM.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESY7MOKC6,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days + 22 days washout (mCitrine reporter OFF),Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,6,3,4DNFIR9UR7AU,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c9052cbc-e54d-4995-b1f3-cd2cdb6c5b47/4DNFIR9UR7AU.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESY7MOKC6,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days + 22 days washout (mCitrine reporter OFF),Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,6,4,4DNFIFO6FLJ7,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/fe36d728-d24a-498e-9260-dbeb9452d422/4DNFIFO6FLJ7.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESY7MOKC6,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days + 22 days washout (mCitrine reporter OFF),Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,6,5,4DNFIXVOWBPU,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a5a04e58-f542-40d2-8d3a-2a505ba97926/4DNFIXVOWBPU.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESY7MOKC6,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days + 22 days washout (mCitrine reporter OFF),Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,6,6,4DNFI55SPF4U,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a37724d5-5b62-460c-a8cd-b6a1fc2a2ac5/4DNFI55SPF4U.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESW6MXLZO,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days + 22 days washout (mCitrine reporter ON),Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,4,1,4DNFIEH51PI6,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3b5c8cf2-7869-4d3d-a61c-ab60a9c4b88d/4DNFIEH51PI6.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESW6MXLZO,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days + 22 days washout (mCitrine reporter ON),Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,4,2,4DNFIFZ4J6E2,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/859e3523-79a9-45d8-ae71-583f0e6ed927/4DNFIFZ4J6E2.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESW6MXLZO,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days + 22 days washout (mCitrine reporter ON),Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,4,3,4DNFIDZFP4YT,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7eaa2f30-25cc-4e38-8ab3-edd670e4972f/4DNFIDZFP4YT.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESW6MXLZO,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days + 22 days washout (mCitrine reporter ON),Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,4,4,4DNFI1KPDOWY,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8ef8c613-d59c-4930-afd3-7f7be6839bf1/4DNFI1KPDOWY.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNES39PM3GJ,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (Y46A) KRAB domain fused with rTetR,multiplexed FISH,3,5,1,4DNFIE3G7KIE,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/489ec310-83e7-4f59-86f9-13a2ad9e1aa5/4DNFIE3G7KIE.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNES39PM3GJ,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (Y46A) KRAB domain fused with rTetR,multiplexed FISH,3,5,2,4DNFIVQ4821Z,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/62467005-e1ac-451d-8353-b387d7da4b08/4DNFIVQ4821Z.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNES39PM3GJ,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (Y46A) KRAB domain fused with rTetR,multiplexed FISH,3,5,3,4DNFIPXDV74E,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a922df3f-a717-4ed4-879d-517ffb78466f/4DNFIPXDV74E.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNES39PM3GJ,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (Y46A) KRAB domain fused with rTetR,multiplexed FISH,3,5,4,4DNFIWC1VERG,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2e4179fc-2414-43d1-b342-1f9a888561c1/4DNFIWC1VERG.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNES39PM3GJ,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (Y46A) KRAB domain fused with rTetR,multiplexed FISH,3,5,5,4DNFIB8PC9QY,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/242bdd82-6427-45c3-8cf4-0af3bd7a1a26/4DNFIB8PC9QY.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 5.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESDGTQZS8,rTetR-KRAB (wildtype) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,5,1,4DNFI9KA7OL3,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/05dc2c85-fc58-4033-9f8a-20eebeb98151/4DNFI9KA7OL3.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 1.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESDGTQZS8,rTetR-KRAB (wildtype) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,5,2,4DNFIU4YF7TP,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/753762f6-2a6c-47ed-8907-4f492bd49fa6/4DNFIU4YF7TP.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 1.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESDGTQZS8,rTetR-KRAB (wildtype) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,5,3,4DNFI3DQAH4M,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6a33acb7-5746-47ce-8cb3-cd16fd32f11c/4DNFI3DQAH4M.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 1.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESDGTQZS8,rTetR-KRAB (wildtype) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,5,4,4DNFI56ZRGWT,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b47aec0a-5906-4e52-9087-00307f0b436b/4DNFI56ZRGWT.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 1.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESDGTQZS8,rTetR-KRAB (wildtype) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 Î¼g/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,5,5,4DNFI3I9TIYV,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/152461c2-3cb9-47a4-8dcd-f3edec6a08a3/4DNFI3I9TIYV.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,"doxycycline treatment (1.0 μg/mL, 1.0d)"
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,1,4DNFIZ11DU3H,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9fca5cb0-ecac-4463-b5ea-44d65e6b8cba/4DNFIZ11DU3H.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,2,4DNFIQ3XDHUG,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a1d71b0f-78b4-42fe-a161-0200e8c02c43/4DNFIQ3XDHUG.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,3,4DNFI8AVWUVZ,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/224e3f2b-dc00-4c12-92a8-3b67870bcc5a/4DNFI8AVWUVZ.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,4,4DNFI7DT93YY,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9ce77325-e26f-4c4b-a267-90ec87cbdeef/4DNFI7DT93YY.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,5,4DNFIWMEUOAV,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1e3254b9-8e35-49b1-a485-d27ec37b41ee/4DNFIWMEUOAV.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,6,4DNFIHRIIW9P,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/dc27a37a-8fa8-4259-91f3-9242d6ad47f5/4DNFIHRIIW9P.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,7,4DNFIYK7IHLX,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9b20cf68-bf9c-44ab-88ef-4e91cda22c67/4DNFIYK7IHLX.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,8,4DNFIEF8WYBD,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/db8ce8e9-f7b8-4ce5-a217-797e3da17447/4DNFIEF8WYBD.csv,FOF-CT - DNA-spot/trace core (csv),5 kb,AAVS1 locus on chr19 (19 readout steps),293T,None
