paper,expset_accession,condition,dataset_label,biosource,biosample_type,biosample_category,tissue,treatments_summary,modifications_summary,assay_target,imaging_rounds,num_bio_reps,bio_rep_idx,trace_core_file_accession,trace_core_url,all_fofct_types
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNES39PM3GJ,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 μg/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (Y46A) KRAB domain fused with rTetR,multiplexed FISH,3,5,2,4DNFIVQ4821Z,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/62467005-e1ac-451d-8353-b387d7da4b08/4DNFIVQ4821Z.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNES39PM3GJ,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 μg/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (Y46A) KRAB domain fused with rTetR,multiplexed FISH,3,5,3,4DNFIPXDV74E,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a922df3f-a717-4ed4-879d-517ffb78466f/4DNFIPXDV74E.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNES39PM3GJ,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 μg/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (Y46A) KRAB domain fused with rTetR,multiplexed FISH,3,5,4,4DNFIWC1VERG,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2e4179fc-2414-43d1-b342-1f9a888561c1/4DNFIWC1VERG.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNES39PM3GJ,rTetR-KRAB (wildtype) with doxycyline treatment for 5 days,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 μg/mL, 5.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of mutant (Y46A) KRAB domain fused with rTetR,multiplexed FISH,3,5,5,4DNFIB8PC9QY,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/242bdd82-6427-45c3-8cf4-0af3bd7a1a26/4DNFIB8PC9QY.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESDGTQZS8,rTetR-KRAB (wildtype) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 μg/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,5,1,4DNFI9KA7OL3,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/05dc2c85-fc58-4033-9f8a-20eebeb98151/4DNFI9KA7OL3.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESDGTQZS8,rTetR-KRAB (wildtype) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 μg/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,5,2,4DNFIU4YF7TP,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/753762f6-2a6c-47ed-8907-4f492bd49fa6/4DNFIU4YF7TP.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESDGTQZS8,rTetR-KRAB (wildtype) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 μg/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,5,3,4DNFI3DQAH4M,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6a33acb7-5746-47ce-8cb3-cd16fd32f11c/4DNFI3DQAH4M.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESDGTQZS8,rTetR-KRAB (wildtype) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 μg/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,5,4,4DNFI56ZRGWT,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b47aec0a-5906-4e52-9087-00307f0b436b/4DNFI56ZRGWT.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESDGTQZS8,rTetR-KRAB (wildtype) with doxycyline treatment for 1 day,Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,"doxycycline treatment (1.0 μg/mL, 1.0d)",Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,5,5,4DNFI3I9TIYV,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/152461c2-3cb9-47a4-8dcd-f3edec6a08a3/4DNFI3I9TIYV.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,1,4DNFIZ11DU3H,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9fca5cb0-ecac-4463-b5ea-44d65e6b8cba/4DNFIZ11DU3H.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,2,4DNFIQ3XDHUG,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a1d71b0f-78b4-42fe-a161-0200e8c02c43/4DNFIQ3XDHUG.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,3,4DNFI8AVWUVZ,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/224e3f2b-dc00-4c12-92a8-3b67870bcc5a/4DNFI8AVWUVZ.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,4,4DNFI7DT93YY,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9ce77325-e26f-4c4b-a267-90ec87cbdeef/4DNFI7DT93YY.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,5,4DNFIWMEUOAV,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1e3254b9-8e35-49b1-a485-d27ec37b41ee/4DNFIWMEUOAV.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,6,4DNFIHRIIW9P,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/dc27a37a-8fa8-4259-91f3-9242d6ad47f5/4DNFIHRIIW9P.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,7,4DNFIYK7IHLX,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9b20cf68-bf9c-44ab-88ef-4e91cda22c67/4DNFIYK7IHLX.csv,FOF-CT - DNA-spot/trace core (csv)
Fujimori_2023_doi_10.1101_2023.10.03.560616,4DNESA6K6PSP,"rTetR-KRAB (wild-type), control",Multiplexed FISH of AAVS1 locus in HEK293T,293T,immortalized cells,immortalized cell line,293T,None,Viral transduction insertion of reporter construct integrated into AAVS1 safe harbor site on chr19 and Viral transduction insertion of wild type KRAB domain fused with rTetR,multiplexed FISH,3,8,8,4DNFIEF8WYBD,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/db8ce8e9-f7b8-4ce5-a217-797e3da17447/4DNFIEF8WYBD.csv,FOF-CT - DNA-spot/trace core (csv)
